timestamps,time,summary,icon,precipIntensity,precipProbability,precipType,temperature,apparentTemperature,dewPoint,humidity,pressure,windSpeed,windGust,windBearing,cloudCover,uvIndex,visibility,ozone,precipAccumulation,latitude,longitude
2020-10-07 22:00:00+00:00,1602108000,Mostly Cloudy,partly-cloudy-day,0.0133,0.12,rain,66.11,66.11,52.61,0.62,998.6,13.23,28.78,227,0.74,0,10.0,291.2,,42.363796,-71.1087861286
2020-10-07 23:00:00+00:00,1602111600,Rain,rain,0.0606,0.47,rain,57.96,57.96,49.63,0.74,999.6,11.77,25.25,259,0.55,0,10.0,293.7,,42.363796,-71.1087861286
2020-10-08 00:00:00+00:00,1602115200,Partly Cloudy,partly-cloudy-night,0.0023,0.06,rain,56.54,56.54,48.57,0.75,1000.4,10.62,23.03,264,0.39,0,10.0,295.2,,42.363796,-71.1087861286
2020-10-08 01:00:00+00:00,1602118800,Clear,clear-night,0.0016,0.03,rain,56.07,56.07,48.15,0.75,1000.9,10.2,22.5,251,0.27,0,10.0,294.7,,42.363796,-71.1087861286
2020-10-08 02:00:00+00:00,1602122400,Clear,clear-night,0.0006,0.02,rain,56.27,56.27,47.59,0.73,1001.3,9.9,22.64,276,0.13,0,10.0,296.0,,42.363796,-71.1087861286
2020-10-08 03:00:00+00:00,1602126000,Clear,clear-night,0.0,0.0,,56.43,56.43,46.7,0.7,1000.8,11.01,23.06,271,0.05,0,10.0,293.0,,42.363796,-71.1087861286
2020-10-08 04:00:00+00:00,1602129600,Clear,clear-night,0.0,0.0,,57.25,57.25,45.77,0.65,1001.2,13.09,26.57,249,0.07,0,10.0,291.1,,42.363796,-71.1087861286
2020-10-08 05:00:00+00:00,1602133200,Clear,clear-night,0.0,0.0,,57.22,57.22,44.61,0.63,1002.2,12.88,27.62,297,0.09,0,10.0,289.3,,42.363796,-71.1087861286
2020-10-08 06:00:00+00:00,1602136800,Clear,clear-night,0.0008,0.01,rain,56.75,56.75,43.95,0.62,1003.4,9.38,24.43,284,0.12,0,10.0,287.4,,42.363796,-71.1087861286
2020-10-08 07:00:00+00:00,1602140400,Clear,clear-night,0.0,0.0,,55.62,55.62,43.95,0.65,1003.7,9.56,20.38,284,0.14,0,10.0,282.0,,42.363796,-71.1087861286
2020-10-08 08:00:00+00:00,1602144000,Clear,clear-night,0.0,0.0,,55.11,55.11,43.9,0.66,1004.5,9.53,20.36,297,0.21,0,10.0,278.6,,42.363796,-71.1087861286
2020-10-08 09:00:00+00:00,1602147600,Clear,clear-night,0.0008,0.02,rain,54.18,54.18,43.63,0.67,1005.7,8.66,18.41,292,0.21,0,10.0,276.2,,42.363796,-71.1087861286
2020-10-08 10:00:00+00:00,1602151200,Clear,clear-night,0.0,0.0,,53.42,53.42,42.25,0.66,1006.6,9.25,20.4,290,0.19,0,10.0,275.6,,42.363796,-71.1087861286
2020-10-08 11:00:00+00:00,1602154800,Clear,clear-day,0.0005,0.01,rain,52.91,52.91,40.33,0.62,1008.0,9.8,19.56,287,0.15,0,10.0,276.0,,42.363796,-71.1087861286
2020-10-08 12:00:00+00:00,1602158400,Clear,clear-day,0.0003,0.01,rain,53.07,53.07,38.51,0.58,1009.0,9.6,21.99,299,0.09,0,10.0,277.1,,42.363796,-71.1087861286
2020-10-08 13:00:00+00:00,1602162000,Clear,clear-day,0.0006,0.01,rain,53.91,53.91,38.32,0.55,1010.1,11.62,23.4,293,0.11,1,10.0,282.2,,42.363796,-71.1087861286
2020-10-08 14:00:00+00:00,1602165600,Clear,clear-day,0.0009,0.01,rain,54.77,54.77,37.86,0.53,1010.6,10.27,23.27,305,0.09,2,10.0,284.1,,42.363796,-71.1087861286
2020-10-08 15:00:00+00:00,1602169200,Clear,clear-day,0.0,0.0,,56.93,56.93,36.77,0.47,1010.9,9.8,21.17,307,0.07,4,10.0,285.5,,42.363796,-71.1087861286
2020-10-08 16:00:00+00:00,1602172800,Clear,clear-day,0.0011,0.01,rain,58.31,58.31,35.41,0.42,1011.0,10.19,22.33,301,0.05,5,10.0,286.0,,42.363796,-71.1087861286
2020-10-08 17:00:00+00:00,1602176400,Clear,clear-day,0.0,0.0,,60.39,60.39,34.66,0.38,1010.7,13.25,23.76,294,0.08,5,10.0,285.9,,42.363796,-71.1087861286
2020-10-08 18:00:00+00:00,1602180000,Clear,clear-day,0.0,0.0,,61.69,61.69,33.9,0.35,1010.6,11.08,21.12,302,0.05,4,10.0,286.3,,42.363796,-71.1087861286
2020-10-08 19:00:00+00:00,1602183600,Clear,clear-day,0.0,0.0,,62.4,62.4,33.2,0.33,1010.6,12.72,22.68,292,0.09,3,10.0,283.9,,42.363796,-71.1087861286
2020-10-08 20:00:00+00:00,1602187200,Clear,clear-day,0.0,0.0,,61.8,61.8,33.87,0.35,1011.0,11.49,22.51,306,0.08,1,10.0,286.7,,42.363796,-71.1087861286
2020-10-08 21:00:00+00:00,1602190800,Clear,clear-day,0.0006,0.01,rain,60.33,60.33,34.83,0.38,1012.3,10.25,23.59,303,0.09,0,10.0,288.9,,42.363796,-71.1087861286
2020-10-08 22:00:00+00:00,1602194400,Clear,clear-day,0.0,0.0,,58.86,58.86,35.15,0.41,1012.8,10.84,19.43,307,0.09,0,10.0,290.1,,42.363796,-71.1087861286
2020-10-08 23:00:00+00:00,1602198000,Clear,clear-night,0.0,0.0,,57.02,57.02,34.48,0.43,1014.3,11.03,22.16,306,0.17,0,10.0,290.7,,42.363796,-71.1087861286
2020-10-09 00:00:00+00:00,1602201600,Clear,clear-night,0.0,0.0,,55.06,55.06,33.33,0.44,1015.4,9.5,20.57,328,0.16,0,10.0,290.8,,42.363796,-71.1087861286
2020-10-09 01:00:00+00:00,1602205200,Clear,clear-night,0.0007,0.01,rain,53.12,53.12,32.85,0.46,1016.7,8.85,18.26,328,0.04,0,10.0,289.9,,42.363796,-71.1087861286
2020-10-09 02:00:00+00:00,1602208800,Clear,clear-night,0.0011,0.01,rain,51.44,51.44,31.92,0.47,1017.6,8.92,18.68,326,0.0,0,10.0,287.3,,42.363796,-71.1087861286
2020-10-09 03:00:00+00:00,1602212400,Clear,clear-night,0.0004,0.01,rain,49.46,46.7,31.7,0.5,1018.2,6.65,16.68,314,0.02,0,10.0,286.7,,42.363796,-71.1087861286
2020-10-09 04:00:00+00:00,1602216000,Clear,clear-night,0.0004,0.01,rain,47.81,44.48,31.78,0.54,1018.8,7.16,13.71,320,0.03,0,10.0,286.3,,42.363796,-71.1087861286
2020-10-09 05:00:00+00:00,1602219600,Clear,clear-night,0.0016,0.02,rain,44.62,40.25,32.36,0.62,1019.5,7.92,18.07,304,0.03,0,10.0,286.1,,42.363796,-71.1087861286
2020-10-09 06:00:00+00:00,1602223200,Clear,clear-night,0.0,0.0,,45.49,43.15,33.05,0.62,1019.4,4.67,9.84,291,0.02,0,10.0,285.7,,42.363796,-71.1087861286
2020-10-09 07:00:00+00:00,1602226800,Clear,clear-night,0.0,0.0,,44.04,40.05,32.53,0.64,1019.7,6.91,11.37,317,0.02,0,10.0,285.1,,42.363796,-71.1087861286
2020-10-09 08:00:00+00:00,1602230400,Clear,clear-night,0.0008,0.01,rain,43.37,39.13,32.15,0.64,1020.5,7.13,12.61,317,0.01,0,10.0,283.7,,42.363796,-71.1087861286
2020-10-09 09:00:00+00:00,1602234000,Clear,clear-night,0.0,0.0,,42.62,39.33,31.45,0.64,1020.3,5.31,14.81,307,0.01,0,10.0,282.9,,42.363796,-71.1087861286
2020-10-09 10:00:00+00:00,1602237600,Clear,clear-night,0.0,0.0,,42.04,37.67,30.33,0.63,1020.9,6.86,13.94,316,0.01,0,10.0,283.2,,42.363796,-71.1087861286
2020-10-09 11:00:00+00:00,1602241200,Clear,clear-day,0.0,0.0,,41.35,36.86,30.09,0.64,1021.7,6.83,13.25,319,0.0,0,10.0,284.0,,42.363796,-71.1087861286
2020-10-09 12:00:00+00:00,1602244800,Clear,clear-day,0.0,0.0,,42.7,38.58,30.64,0.62,1022.5,6.65,13.52,281,0.0,0,10.0,284.6,,42.363796,-71.1087861286
2020-10-09 13:00:00+00:00,1602248400,Clear,clear-day,0.0,0.0,,46.22,42.57,29.27,0.51,1023.1,7.14,14.66,325,0.01,1,10.0,284.8,,42.363796,-71.1087861286
2020-10-09 14:00:00+00:00,1602252000,Clear,clear-day,0.0006,0.01,rain,49.37,46.95,26.27,0.4,1023.9,5.94,12.38,303,0.01,2,10.0,282.5,,42.363796,-71.1087861286
2020-10-09 15:00:00+00:00,1602255600,Clear,clear-day,0.0,0.0,,51.67,51.67,25.27,0.36,1023.4,5.47,12.05,312,0.01,4,10.0,282.7,,42.363796,-71.1087861286
2020-10-09 16:00:00+00:00,1602259200,Clear,clear-day,0.0,0.0,,53.14,53.14,24.11,0.32,1023.1,6.25,14.28,10,0.0,5,10.0,283.2,,42.363796,-71.1087861286
2020-10-09 17:00:00+00:00,1602262800,Clear,clear-day,0.0,0.0,,56.63,56.63,25.99,0.31,1022.5,4.87,12.36,200,0.0,5,10.0,283.8,,42.363796,-71.1087861286
2020-10-09 18:00:00+00:00,1602266400,Clear,clear-day,0.0,0.0,,58.57,58.57,26.7,0.29,1021.6,6.08,13.8,275,0.01,4,10.0,284.1,,42.363796,-71.1087861286
2020-10-09 19:00:00+00:00,1602270000,Clear,clear-day,0.0,0.0,,60.58,60.58,27.96,0.29,1020.9,6.23,15.26,245,0.0,3,10.0,282.9,,42.363796,-71.1087861286
2020-10-09 20:00:00+00:00,1602273600,Clear,clear-day,0.0,0.0,,60.78,60.78,30.13,0.31,1020.0,6.82,17.14,240,0.01,1,10.0,281.6,,42.363796,-71.1087861286
2020-10-09 21:00:00+00:00,1602277200,Clear,clear-day,0.0,0.0,,61.02,61.02,33.96,0.36,1019.9,6.44,15.96,246,0.01,0,10.0,280.9,,42.363796,-71.1087861286
2020-10-09 22:00:00+00:00,1602280800,Clear,clear-day,0.0,0.0,,59.76,59.76,36.87,0.42,1019.5,4.76,11.18,221,0.01,0,10.0,281.2,,42.363796,-71.1087861286
2020-10-09 23:00:00+00:00,1602284400,Clear,clear-night,0.0,0.0,,56.99,56.99,38.54,0.5,1020.2,4.79,9.36,210,0.03,0,10.0,282.1,,42.363796,-71.1087861286
2020-10-10 00:00:00+00:00,1602288000,Clear,clear-night,0.0,0.0,,53.85,53.85,40.9,0.61,1020.4,6.32,12.25,204,0.01,0,10.0,282.8,,42.363796,-71.1087861286
2020-10-10 01:00:00+00:00,1602291600,Clear,clear-night,0.0,0.0,,54.27,54.27,44.24,0.69,1019.8,6.01,14.32,211,0.07,0,10.0,286.1,,42.363796,-71.1087861286
2020-10-10 02:00:00+00:00,1602295200,Clear,clear-night,0.0006,0.01,rain,54.81,54.81,46.76,0.74,1019.8,7.47,16.92,209,0.09,0,10.0,285.6,,42.363796,-71.1087861286
2020-10-10 03:00:00+00:00,1602298800,Clear,clear-night,0.0,0.0,,54.91,54.91,48.4,0.79,1018.4,6.0,16.48,199,0.14,0,10.0,285.1,,42.363796,-71.1087861286
2020-10-10 04:00:00+00:00,1602302400,Clear,clear-night,0.0,0.0,,54.64,54.64,49.56,0.83,1017.8,6.13,16.34,202,0.17,0,10.0,284.4,,42.363796,-71.1087861286
2020-10-10 05:00:00+00:00,1602306000,Clear,clear-night,0.0,0.0,,55.17,55.17,50.89,0.85,1017.3,6.01,14.93,205,0.19,0,10.0,283.6,,42.363796,-71.1087861286
2020-10-10 06:00:00+00:00,1602309600,Clear,clear-night,0.0,0.0,,55.31,55.31,50.74,0.85,1016.7,6.02,14.88,199,0.21,0,10.0,283.2,,42.363796,-71.1087861286
2020-10-10 07:00:00+00:00,1602313200,Clear,clear-night,0.0,0.0,,55.73,55.73,50.72,0.83,1016.3,6.71,15.87,206,0.31,0,10.0,283.7,,42.363796,-71.1087861286
2020-10-10 08:00:00+00:00,1602316800,Partly Cloudy,partly-cloudy-night,0.0008,0.01,rain,56.47,56.47,50.32,0.8,1015.7,7.62,18.11,214,0.34,0,10.0,284.5,,42.363796,-71.1087861286
2020-10-10 09:00:00+00:00,1602320400,Partly Cloudy,partly-cloudy-night,0.0,0.0,,57.3,57.3,49.56,0.75,1015.0,8.49,20.52,214,0.36,0,10.0,285.3,,42.363796,-71.1087861286
2020-10-10 10:00:00+00:00,1602324000,Partly Cloudy,partly-cloudy-night,0.0,0.0,,57.65,57.65,49.01,0.73,1014.9,9.09,22.97,223,0.59,0,10.0,285.9,,42.363796,-71.1087861286
2020-10-10 11:00:00+00:00,1602327600,Partly Cloudy,partly-cloudy-day,0.0,0.0,,59.12,59.12,49.11,0.69,1014.9,11.49,28.91,219,0.59,0,10.0,286.6,,42.363796,-71.1087861286
2020-10-10 12:00:00+00:00,1602331200,Partly Cloudy,partly-cloudy-day,0.0,0.0,,60.41,60.41,49.87,0.68,1015.0,10.69,31.86,226,0.42,0,10.0,287.7,,42.363796,-71.1087861286
2020-10-10 13:00:00+00:00,1602334800,Partly Cloudy,partly-cloudy-day,0.0012,0.01,rain,62.5,62.5,51.35,0.67,1014.9,10.71,31.92,224,0.53,1,10.0,290.8,,42.363796,-71.1087861286
2020-10-10 14:00:00+00:00,1602338400,Clear,clear-day,0.0,0.0,,66.02,66.02,53.03,0.63,1014.4,13.45,33.29,209,0.28,2,10.0,293.1,,42.363796,-71.1087861286
2020-10-10 15:00:00+00:00,1602342000,Clear,clear-day,0.0,0.0,,69.75,69.75,53.97,0.57,1013.3,11.98,30.23,215,0.22,3,10.0,294.3,,42.363796,-71.1087861286
2020-10-10 16:00:00+00:00,1602345600,Clear,clear-day,0.0,0.0,,72.99,72.99,54.52,0.52,1012.5,15.64,27.88,219,0.2,4,10.0,293.7,,42.363796,-71.1087861286
2020-10-10 17:00:00+00:00,1602349200,Clear,clear-day,0.0,0.0,,75.25,75.25,56.02,0.51,1011.8,14.05,27.41,212,0.13,4,10.0,292.0,,42.363796,-71.1087861286
2020-10-10 18:00:00+00:00,1602352800,Clear,clear-day,0.0,0.0,,76.65,76.65,57.61,0.52,1010.5,13.88,26.28,211,0.1,4,10.0,290.6,,42.363796,-71.1087861286
2020-10-10 19:00:00+00:00,1602356400,Clear,clear-day,0.0018,0.01,rain,76.52,76.52,58.49,0.54,1010.4,15.94,27.99,218,0.06,2,10.0,289.8,,42.363796,-71.1087861286
2020-10-10 20:00:00+00:00,1602360000,Clear,clear-day,0.0,0.0,,76.32,76.32,59.37,0.56,1009.9,13.79,25.07,213,0.05,1,10.0,290.4,,42.363796,-71.1087861286
2020-10-10 21:00:00+00:00,1602363600,Clear,clear-day,0.0,0.0,,74.26,74.27,60.15,0.61,1008.8,14.06,25.43,209,0.13,0,10.0,291.0,,42.363796,-71.1087861286
2020-10-10 22:00:00+00:00,1602367200,Clear,clear-day,0.0,0.0,,71.38,71.42,60.36,0.68,1008.9,13.78,27.06,207,0.06,0,10.0,291.4,,42.363796,-71.1087861286
2020-10-10 23:00:00+00:00,1602370800,Clear,clear-night,0.0,0.0,,68.82,68.85,60.0,0.73,1009.5,11.45,29.1,199,0.14,0,10.0,291.7,,42.363796,-71.1087861286
2020-10-11 00:00:00+00:00,1602374400,Clear,clear-night,0.0,0.0,,67.24,67.28,59.74,0.77,1008.7,11.32,30.71,217,0.14,0,10.0,292.4,,42.363796,-71.1087861286
2020-10-11 01:00:00+00:00,1602378000,Clear,clear-night,0.0,0.0,,66.86,66.86,59.14,0.76,1008.9,13.87,31.03,221,0.17,0,10.0,293.1,,42.363796,-71.1087861286
2020-10-11 02:00:00+00:00,1602381600,Clear,clear-night,0.0,0.0,,67.21,67.21,58.99,0.75,1009.1,11.81,29.04,242,0.15,0,10.0,293.0,,42.363796,-71.1087861286
2020-10-11 03:00:00+00:00,1602385200,Clear,clear-night,0.0,0.0,,67.31,67.31,59.09,0.75,1009.5,9.89,27.17,235,0.11,0,10.0,292.4,,42.363796,-71.1087861286
2020-10-11 04:00:00+00:00,1602388800,Clear,clear-night,0.0008,0.01,rain,66.98,66.98,59.19,0.76,1010.6,8.76,24.28,236,0.12,0,10.0,290.5,,42.363796,-71.1087861286
2020-10-11 05:00:00+00:00,1602392400,Clear,clear-night,0.0,0.0,,66.79,66.79,59.22,0.77,1010.8,9.03,20.98,243,0.18,0,10.0,288.0,,42.363796,-71.1087861286
2020-10-11 06:00:00+00:00,1602396000,Clear,clear-night,0.0004,0.02,rain,66.59,66.59,58.99,0.77,1011.5,7.16,15.48,249,0.26,0,10.0,287.6,,42.363796,-71.1087861286
2020-10-11 07:00:00+00:00,1602399600,Partly Cloudy,partly-cloudy-night,0.0003,0.01,rain,65.85,65.85,58.44,0.77,1012.4,6.48,16.09,252,0.36,0,10.0,287.0,,42.363796,-71.1087861286
2020-10-11 08:00:00+00:00,1602403200,Partly Cloudy,partly-cloudy-night,0.0011,0.02,rain,64.55,64.55,56.94,0.76,1013.5,6.79,15.54,5,0.42,0,10.0,286.8,,42.363796,-71.1087861286
2020-10-11 09:00:00+00:00,1602406800,Partly Cloudy,partly-cloudy-night,0.0012,0.02,rain,62.51,62.51,52.61,0.7,1014.8,9.52,18.85,345,0.42,0,10.0,285.1,,42.363796,-71.1087861286
2020-10-11 10:00:00+00:00,1602410400,Partly Cloudy,partly-cloudy-night,0.0004,0.01,rain,59.44,59.44,48.28,0.67,1016.3,9.63,19.96,337,0.32,0,10.0,285.4,,42.363796,-71.1087861286
2020-10-11 11:00:00+00:00,1602414000,Clear,clear-day,0.0,0.0,,56.39,56.39,44.32,0.64,1017.6,9.74,18.21,340,0.17,0,10.0,284.2,,42.363796,-71.1087861286
2020-10-11 12:00:00+00:00,1602417600,Clear,clear-day,0.0,0.0,,55.44,55.44,42.36,0.61,1018.9,10.36,21.03,343,0.09,0,10.0,283.2,,42.363796,-71.1087861286
2020-10-11 13:00:00+00:00,1602421200,Clear,clear-day,0.0,0.0,,56.09,56.09,41.73,0.58,1020.1,11.35,18.98,347,0.06,1,10.0,282.5,,42.363796,-71.1087861286
2020-10-11 14:00:00+00:00,1602424800,Clear,clear-day,0.0,0.0,,57.49,57.49,41.83,0.56,1021.0,7.82,13.46,355,0.07,2,10.0,282.4,,42.363796,-71.1087861286
2020-10-11 15:00:00+00:00,1602428400,Clear,clear-day,0.0,0.0,,58.89,58.89,41.46,0.52,1021.5,7.28,11.3,9,0.18,3,10.0,282.0,,42.363796,-71.1087861286
2020-10-11 16:00:00+00:00,1602432000,Clear,clear-day,0.0,0.0,,60.2,60.2,41.37,0.5,1022.1,6.09,10.89,27,0.27,4,10.0,281.9,,42.363796,-71.1087861286
2020-10-11 17:00:00+00:00,1602435600,Partly Cloudy,partly-cloudy-day,0.0,0.0,,59.76,59.76,42.27,0.52,1022.1,5.71,10.4,56,0.34,4,10.0,281.9,,42.363796,-71.1087861286
2020-10-11 18:00:00+00:00,1602439200,Partly Cloudy,partly-cloudy-day,0.0,0.0,,58.4,58.4,43.3,0.57,1022.5,8.28,11.65,75,0.36,3,10.0,281.9,,42.363796,-71.1087861286
2020-10-11 19:00:00+00:00,1602442800,Partly Cloudy,partly-cloudy-day,0.0,0.0,,57.64,57.64,43.34,0.59,1022.8,8.48,11.61,83,0.41,2,10.0,280.2,,42.363796,-71.1087861286
2020-10-11 20:00:00+00:00,1602446400,Partly Cloudy,partly-cloudy-day,0.0,0.0,,56.45,56.45,43.16,0.61,1023.1,7.89,12.91,82,0.47,1,10.0,280.8,,42.363796,-71.1087861286
2020-10-11 21:00:00+00:00,1602450000,Partly Cloudy,partly-cloudy-day,0.0,0.0,,55.28,55.28,42.58,0.62,1023.7,7.98,13.36,74,0.51,0,10.0,280.9,,42.363796,-71.1087861286
2020-10-11 22:00:00+00:00,1602453600,Mostly Cloudy,partly-cloudy-day,0.0,0.0,,53.97,53.97,41.53,0.63,1024.3,6.52,13.08,79,0.67,0,10.0,280.1,,42.363796,-71.1087861286
2020-10-11 23:00:00+00:00,1602457200,Mostly Cloudy,partly-cloudy-night,0.0,0.0,,53.21,53.21,41.22,0.64,1024.8,7.41,11.76,59,0.77,0,10.0,278.7,,42.363796,-71.1087861286
2020-10-12 00:00:00+00:00,1602460800,Mostly Cloudy,partly-cloudy-night,0.0,0.0,,52.31,52.31,41.36,0.66,1025.7,6.87,10.07,55,0.72,0,10.0,277.6,,42.363796,-71.1087861286
2020-10-12 01:00:00+00:00,1602464400,Mostly Cloudy,partly-cloudy-night,0.0,0.0,,51.59,51.59,41.13,0.67,1026.3,4.54,10.59,82,0.73,0,10.0,277.0,,42.363796,-71.1087861286
2020-10-12 02:00:00+00:00,1602468000,Mostly Cloudy,partly-cloudy-night,0.0,0.0,,51.29,51.29,40.89,0.67,1027.0,6.82,9.41,45,0.69,0,10.0,277.1,,42.363796,-71.1087861286
2020-10-12 03:00:00+00:00,1602471600,Mostly Cloudy,partly-cloudy-night,0.0,0.0,,50.84,50.84,40.83,0.68,1027.2,5.01,11.36,54,0.67,0,10.0,276.4,,42.363796,-71.1087861286
2020-10-12 04:00:00+00:00,1602475200,Mostly Cloudy,partly-cloudy-night,0.0,0.0,,50.52,50.52,41.24,0.7,1027.3,6.02,12.3,49,0.66,0,10.0,275.5,,42.363796,-71.1087861286
2020-10-12 05:00:00+00:00,1602478800,Mostly Cloudy,partly-cloudy-night,0.0,0.0,,50.3,50.3,40.93,0.7,1027.4,6.31,13.52,47,0.66,0,10.0,274.5,,42.363796,-71.1087861286
2020-10-12 06:00:00+00:00,1602482400,Mostly Cloudy,partly-cloudy-night,0.0,0.0,,50.25,50.25,40.66,0.7,1026.7,7.95,14.01,32,0.7,0,10.0,274.1,,42.363796,-71.1087861286
2020-10-12 07:00:00+00:00,1602486000,Overcast,cloudy,0.0,0.0,,49.73,46.84,40.29,0.7,1026.5,7.05,14.33,40,0.89,0,10.0,273.3,,42.363796,-71.1087861286
2020-10-12 08:00:00+00:00,1602489600,Overcast,cloudy,0.0007,0.01,rain,49.94,46.23,39.9,0.68,1026.9,9.22,14.36,63,0.93,0,10.0,274.1,,42.363796,-71.1087861286
2020-10-12 09:00:00+00:00,1602493200,Overcast,cloudy,0.0002,0.01,rain,50.22,50.22,40.5,0.69,1026.9,6.28,15.38,52,0.97,0,10.0,275.1,,42.363796,-71.1087861286
2020-10-12 10:00:00+00:00,1602496800,Overcast,cloudy,0.0,0.0,,50.13,50.13,39.67,0.67,1026.9,6.81,16.09,58,0.97,0,10.0,276.5,,42.363796,-71.1087861286
2020-10-12 11:00:00+00:00,1602500400,Overcast,cloudy,0.0,0.0,,50.24,50.24,39.52,0.67,1026.8,8.61,15.46,41,0.98,0,10.0,278.1,,42.363796,-71.1087861286
2020-10-12 12:00:00+00:00,1602504000,Overcast,cloudy,0.0004,0.01,rain,50.94,50.94,40.48,0.67,1027.5,9.59,15.56,36,0.89,0,10.0,279.4,,42.363796,-71.1087861286
2020-10-12 13:00:00+00:00,1602507600,Overcast,cloudy,0.0004,0.01,rain,51.76,51.76,40.98,0.67,1027.7,9.63,16.55,64,0.88,1,10.0,279.5,,42.363796,-71.1087861286
2020-10-12 14:00:00+00:00,1602511200,Mostly Cloudy,partly-cloudy-day,0.0006,0.02,rain,52.71,52.71,41.62,0.66,1028.0,8.35,16.39,59,0.84,2,10.0,280.3,,42.363796,-71.1087861286
2020-10-12 15:00:00+00:00,1602514800,Overcast,cloudy,0.0006,0.03,rain,53.81,53.81,42.34,0.65,1027.8,10.61,16.82,70,0.93,3,10.0,280.7,,42.363796,-71.1087861286
2020-10-12 16:00:00+00:00,1602518400,Overcast,cloudy,0.0009,0.04,rain,53.75,53.75,42.25,0.65,1027.3,11.16,18.89,73,0.97,3,10.0,280.1,,42.363796,-71.1087861286
2020-10-12 17:00:00+00:00,1602522000,Overcast,cloudy,0.0,0.0,,54.02,54.02,42.48,0.65,1026.7,11.48,19.36,80,0.95,3,10.0,279.1,,42.363796,-71.1087861286
2020-10-12 18:00:00+00:00,1602525600,Overcast,cloudy,0.0,0.0,,54.0,54.0,43.29,0.67,1025.8,11.5,19.5,80,0.91,3,10.0,278.2,,42.363796,-71.1087861286
2020-10-12 19:00:00+00:00,1602529200,Overcast,cloudy,0.0008,0.06,rain,54.05,54.05,44.09,0.69,1025.5,12.43,18.45,72,0.94,2,10.0,279.9,,42.363796,-71.1087861286
2020-10-12 20:00:00+00:00,1602532800,Overcast,cloudy,0.0007,0.06,rain,53.73,53.73,45.12,0.73,1025.0,9.46,18.74,59,0.99,1,10.0,280.3,,42.363796,-71.1087861286
2020-10-12 21:00:00+00:00,1602536400,Overcast,cloudy,0.0011,0.05,rain,53.73,53.73,46.18,0.76,1024.6,8.63,18.87,62,1.0,0,10.0,280.4,,42.363796,-71.1087861286
2020-10-12 22:00:00+00:00,1602540000,Overcast,cloudy,0.0016,0.03,rain,54.03,54.03,47.04,0.77,1024.4,9.29,18.33,76,0.99,0,10.0,280.0,,42.363796,-71.1087861286
2020-10-12 23:00:00+00:00,1602543600,Overcast,cloudy,0.0003,0.02,rain,54.25,54.25,47.04,0.77,1024.5,8.72,20.54,80,0.95,0,10.0,279.4,,42.363796,-71.1087861286
2020-10-13 00:00:00+00:00,1602547200,Mostly Cloudy,partly-cloudy-night,0.0,0.0,,54.24,54.24,46.64,0.75,1023.9,8.47,17.66,73,0.84,0,10.0,278.5,,42.363796,-71.1087861286
2020-10-13 01:00:00+00:00,1602550800,Mostly Cloudy,partly-cloudy-night,0.0007,0.01,rain,53.88,53.88,46.19,0.75,1023.8,8.09,17.64,77,0.79,0,10.0,277.3,,42.363796,-71.1087861286
2020-10-13 02:00:00+00:00,1602554400,Mostly Cloudy,partly-cloudy-night,0.0009,0.01,rain,53.79,53.79,46.41,0.76,1023.6,9.93,17.53,88,0.77,0,10.0,275.7,,42.363796,-71.1087861286
2020-10-13 03:00:00+00:00,1602558000,Mostly Cloudy,partly-cloudy-night,0.0,0.0,,53.8,53.8,46.92,0.77,1023.0,7.45,18.5,74,0.77,0,10.0,274.1,,42.363796,-71.1087861286
2020-10-13 04:00:00+00:00,1602561600,Mostly Cloudy,partly-cloudy-night,0.0006,0.01,rain,53.92,53.92,47.37,0.78,1022.5,9.27,19.08,78,0.81,0,10.0,271.6,,42.363796,-71.1087861286
2020-10-13 05:00:00+00:00,1602565200,Mostly Cloudy,partly-cloudy-night,0.0,0.0,,54.19,54.19,48.42,0.81,1021.8,8.77,20.93,62,0.86,0,10.0,268.8,,42.363796,-71.1087861286
2020-10-13 06:00:00+00:00,1602568800,Overcast,cloudy,0.0011,0.03,rain,54.23,54.23,48.9,0.82,1021.3,9.88,19.25,69,0.94,0,10.0,266.5,,42.363796,-71.1087861286
2020-10-13 07:00:00+00:00,1602572400,Overcast,cloudy,0.0026,0.09,rain,54.23,54.23,49.16,0.83,1020.7,9.29,21.12,77,0.97,0,10.0,261.7,,42.363796,-71.1087861286
2020-10-13 08:00:00+00:00,1602576000,Overcast,cloudy,0.0077,0.17,rain,54.33,54.33,49.39,0.83,1020.1,11.15,21.28,66,0.98,0,10.0,261.2,,42.363796,-71.1087861286
2020-10-13 09:00:00+00:00,1602579600,Overcast,cloudy,0.0132,0.23,rain,54.04,54.04,49.39,0.84,1019.6,9.91,21.0,55,1.0,0,10.0,261.1,,42.363796,-71.1087861286
2020-10-13 10:00:00+00:00,1602583200,Possible Light Rain,rain,0.0182,0.37,rain,53.33,53.33,49.83,0.88,1019.1,10.39,22.36,67,0.97,0,9.464,261.3,,42.363796,-71.1087861286
2020-10-13 11:00:00+00:00,1602586800,Rain,rain,0.0712,0.71,rain,53.41,53.41,51.03,0.92,1018.6,12.31,22.46,65,1.0,0,8.414,261.8,,42.363796,-71.1087861286
2020-10-13 12:00:00+00:00,1602590400,Rain,rain,0.0573,0.74,rain,54.06,54.06,52.21,0.93,1018.4,9.73,21.25,66,0.99,0,8.092,262.1,,42.363796,-71.1087861286
